Product Name,Product Details,Price,Actual Price,Discount Percentage
"Apple MacBook Pro 2023 With 14-Inch, Liquid Retina XDR Display, Apple M2 Pro Chip With 10 Core CPU And 16 Core GPU, 16GB RAM, 512GB SSD, Integrated Graphics, English/Arabic, Space Grey",,"9,999.00SAR","SAR11,499.00",13% OFF
"Parajohn Secure Business Professional Multi-Purpose Travel Laptop Bag With Hideaway Handles, Cross Shoulder Strap, Protective Padding / Office Bag, Macbook Bag",,129.00SAR,SAR199.00,35% OFF
Sandisk usb fd d/drive type-c 256gb,,179.00SAR,,
Norton mobile security 3.0 arabic,,19.00SAR,,
ZTE MF937 4G LTE Mobile WiFi Router,,139.00SAR,,
Logitech Keyboard K120 Wired,,69.00SAR,,
"D-Link Wi-Fi Router Ax1500 Gaming Internet Network High Speed Performance WP3, Black",,382.00SAR,,
E-Table Portable Laptop Table With Er Fan Black/White,,55.00SAR,,
"Parajohn Secure Business Professional Multi-Purpose Travel Laptop Bag With Hideaway Handles, Cross Shoulder Strap, Protective Padding / Office Bag, Macbook Bag",,129.00SAR,SAR199.00,35% OFF
Parajohn Para John Laptop Messenger Backpack - Laptop Messenger Bags Shoulder Backpack Handbag - Multipurpose Business Briefcase Vintage Travel Backpack - 17 Inch,,120.00SAR,SAR190.00,36% OFF
"Apple MacBook Pro 2023 With 14-Inch, Liquid Retina XDR Display, Apple M2 Pro Chip With 12 Core CPU And 19 Core GPU, 16GB RAM, 1TB SSD, Integrated Graphics, English/Arabic, Silver",,"13,799.00SAR",,
"Apple MacBook Air 13.6-Inch Display, Apple M2 Chip With 8-Core CPU And 10-Core GPU, 512GB SSD, Intel UHD Graphics, English/Arabic, Space Grey",,"6,499.00SAR","SAR7,099.00",8% OFF
"Apple MacBook Air 13.6-Inch Display, Apple M2 Chip With 8-Core CPU And 8-Core GPU, 256GB SSD, Intel UHD Graphics, English/Arabic, Midnight",,"5,199.00SAR","SAR5,799.00",10% OFF
"Choetech Wireless Keyboard For iPad Pro 12.9, Black",,229.00SAR,,
Roccat Kanga Wide Max-Grip Cloth Gaming Mousepad,,129.00SAR,,
Canon Ink Cartridge GI-41 4543C001AA Cyan,,59.00SAR,,
"D-Link Patch Cord UTP Cat6 3 M Ethernet_Cable, White",,19.00SAR,,
"Zte Mf293N 4G Lte CPE WiFi Router, White",,290.00SAR,,
Western Digital 2TB USB 3.2 My Passport Portable External Hard Drive Red,,380.00SAR,,
"Apple MacBook Air 13.6-Inch Display, Apple M2 Chip With 8-Core CPU And 8-Core GPU, 256GB SSD, Intel UHD Graphics, English/Arabic, Space Grey",,"5,199.00SAR","SAR5,799.00",10% OFF
Western Digital 4TB USB 3.0 Elements Portable Hard Drive Black,,539.00SAR,,
"HP Cat 6 Network Cable, 3M",,29.00SAR,,
"HP Cat 6 Network Cable, 5M",,39.00SAR,,
"Promate - Wireless English Keyboard and Mouse Combo with USB Type-A/USB Type-C Nano Receiver, ProCombo-6 - Black",,89.00SAR,,
"Parajohn Secure Business Professional Multi-Purpose Travel Laptop Bag With Hideaway Handles, Cross Shoulder Strap, Protective Padding / Office Bag, Macbook Bag",,120.00SAR,SAR190.00,36% OFF
"Apple MacBook Pro 2023 With 14-Inch, Liquid Retina XDR Display, Apple M2 Pro Chip With 10 Core CPU And 16 Core GPU, 16GB RAM, 512GB SSD, Integrated Graphics, English/Arabic, Silver",,"11,499.00SAR",,
Aerocool BAS U-3P CPU Air Cooler,,40.01SAR,SAR80.00,49% OFF
"D-Link Wi-Fi Router With Gigabit Ethernet Ports, Black",,538.00SAR,,
"Apple MacBook Pro 13-Inch, M2 Chip With 8-Core CPU And 10-Core GPU, 256GB SSD, Integrated Graphics, English/Arabic, Silver - Middle East Version",,"5,499.00SAR","SAR5,999.00",8% OFF
"Generic Universal Laptop, Study, Breakfast, And Drawing Table",,119.95SAR,,
"Viewsonic 28” 4K 144Hz PS5 Gaming Monitor With HDR10, HDMI2.1, Type C",,"4,499.00SAR",,
"Huawei WS7200 WiFi Ax3 Quad Core Router, White",,329.00SAR,,
"D-Link Ac1300 Wave 2 Wireless Router, White",,570.00SAR,,
"D-Link Wireless N300 Routerdir-612, Black",,76.00SAR,,
"Sandisk SSD plus 2.5 inch, 480GB, 535MBS",,299.00SAR,,
"AOC Philips C27G2Z 27 Inches Curved VA Frameless Ultra-Fast Gaming Monitor, FHD 1080P, 0.5MS 240Hz, FreeSync, HDMI/DP/VGA, Height Adjustable, Black",,"1,220.60SAR","SAR1,400.00",12% OFF
HP M SPEAKER STREO DHS- DHE-2111,,53.47SAR,,
"AOC Philips 27G2 27 Inches Full HD 144Hz Gaming Monitor, Resolution 1920x1080, 1MS, IPS FreeSync",,"1,067.19SAR","SAR1,300.00",17% OFF
"D-Link WiFi Gigabit Router, Black",,326.00SAR,,
"Huawei WE3200, Wifi Range Extender dBi 3 Wireless N 802.11n 2.4 GHz",,98.00SAR,,
"D-Link Wireless Router Parental Controls And Speedtest, Black",,85.00SAR,,
