Product Name,Product Details,Price,Actual Price,Discount Percentage
"Starbucks Blonde Espresso Roast Coffee Pods Box of 12, 66g",,36.25SAR,,
Cofique Latte Pumpkin Spice 24g,,3.25SAR,,
Carrefour Special Blend Coffee 250g,,14.95SAR,,
Adetco Lagamatee Coffee 5kg,,149.50SAR,,
Nescafe Vanilla Wafer Ice 25g 10,,40.95SAR,,
"Segafredo Zanetti Crema Ricca Nespresso Compatible Coffee Capsules 5.1g, Pack of 10",,22.50SAR,,
Baja Plain Instant French Coffee 200g,,16.95SAR,,
Nescafe Instant Coffee Cardamom Arabiana 17g,,9.95SAR,,
Nescafe Dolce Gusto Espresso Roma Coffee Capsules 128g,,36.25SAR,,
Nescafe Dolce Gusto Chococino Coffee Capsule 16 Capsules - 270.4g,,51.50SAR,,
Carrefour Lebanese Coffee Original 200g,,14.95SAR,,
Illy Capsules Espresso Intenso 52g,,34.95SAR,,
Dunkin' Donuts - Original Coffee Medium 340g - Imported,,64.00SAR,,
Alkhair Arabic Coffee 3g,,1.95SAR,,
Nescafe Instant Coffee Cloves Arabiana 3g,,2.75SAR,,
Davidoff Lungo  Coffee Capsule 55g,,22.45SAR,SAR25.95,13% OFF
Carrefour Lebanese Coffee with Cardamom 200g,,14.95SAR,,
Lavazza Qualita Oro Coffee Beans 250g,,36.95SAR,,
Power Root Alicafe Cappuccino With Caramel 20gx10,,27.95SAR,,
Nescafe Gold Blend Roastery Collection - Light Roast - Tasting Notes Caramelised Honey and Toasted Biscuit 95g,,38.75SAR,,
Nescafe Arabiana With Saffron Flavor 3gx20,,51.50SAR,,
Carrefour Lebanese Coffee Original 450g,,26.95SAR,,
L'OR Espresso Lungo Profondo Intensity 8 Coffee Capsules Pack of 10 Drinks,,25.15SAR,SAR29.50,14% OFF
Kif Almosafer Instant Arabic Coffee With Cardamom 60g  12,,17.50SAR,SAR26.95,35% OFF
Nescafe Ice Classic 25g Pack of 10,,40.95SAR,,
Baja Coffee Cappuccino 15g,,4.10SAR,,
Nescafe Gold Double Choco Mocha Coffee Mix 23.5g Pack of 10,,48.95SAR,,
Kif Almosafer Arabic Cloves Coffee 5g,,2.25SAR,,
"Baja Gold, Plain Turkish Ground Coffee 200g",,21.95SAR,,
Nescafe Dolce Gusto Espresso Napoli Coffee Capsules 128g,,36.25SAR,,
Nescafe Gold Blend Roastery Collection - Dark Roast 95g,,38.75SAR,,
Starbucks Frappuccino Salted Caramel Brownie 250ml,,8.95SAR,SAR11.75,23% OFF
Nescafe Gold Latte Unsweetened Coffee Mix 18g Pack of 10,,48.95SAR,,
Carrefour Coffe Arabica Moulu Brazil 250g,,16.95SAR,,
Carrefour Regular Coffee Arabica 250g,,16.95SAR,,
Illy Classico Lungo Ground Coffee Capsules 52g,,34.95SAR,,
Carrefour Peru Ground Arabica Coffee Peru Origin 250g,,19.50SAR,,
Baja Instant Arabic Coffee 30g ×10,,42.35SAR,SAR49.95,15% OFF
Carrefour Gold Instant Coffee 300g,,39.95SAR,,
Alkhair Turkish coffee with Cardamom 500g,,27.20SAR,SAR31.95,14% OFF
Melitta Auslese Classic Fresh Ground Coffee 500g,,72.50SAR,,
Cofique Latte Pumpkin Spice 24gX 10,,27.95SAR,SAR29.95,6% OFF
"Segafredo Zanetti Espresso Per Te Intenso Nespresso Compatible Coffee Capsules 5.1g, Pack of 10",,22.50SAR,,
Baja Instant Coffe Cloves 30g,,5.25SAR,,
Nescafe Dolce Gusto Espresso Decaffeinato 96g,,36.25SAR,,
Nescafe Choco Hazelnut Ice 25g 10,,40.95SAR,,
Baja coffee mocha 23g,,4.10SAR,,
