Product Name,Product Details,Price,Actual Price,Discount Percentage
Sunbulah Small Pizza Crust 220g,,13.50SAR,,
Americana Beef Hot Dog 450g,,16.45SAR,SAR19.95,17% OFF
Sadia breaded chicken fillet 750 g,,18.95SAR,SAR31.95,40% OFF
Sadia Frozen Angus Premium Beef Burger 240g,,15.45SAR,,
Dari chicken frank 340 g,,6.25SAR,,
Alkabeer Mozzarella Cheese Stick 250g,,19.45SAR,,
Sadia Chicken Nuggets 750g,,18.95SAR,SAR30.95,38% OFF
Sadia chicken nugget 400 g,,16.95SAR,,
Seara Chicken Fillet 400g,,19.95SAR,,
Royal Spicy Chicken Mosahab 750g,,21.95SAR,SAR24.95,12% OFF
Shami Sambosak Chicken 330g ×12,,13.75SAR,,
Shami Cheese Sambosak  330g,,13.95SAR,,
Seara Spicy Chicken Fillet 750g,,23.95SAR,SAR37.45,36% OFF
Dari Butter Chicken 400g,,18.95SAR,,
Americana  Craves Beef Hotdog 450g,,23.95SAR,,
Venada Round Empanada Dough 360g,,7.95SAR,,
Americana Puff Pastry Square 800g,,14.50SAR,,
Sunbulah Egg Roll Pastry 160g,,6.50SAR,,
Al Kabeer Chicken Kofta 300g,,11.50SAR,,
Shami Sambosak Beef 330g,,13.75SAR,,
Seara Chicken Tikka 350g,,18.75SAR,,
Dr.Oetker Spinach Pizza 390g,,24.50SAR,,
Al Kabeer Vegetable Samosas 240g,,11.50SAR,,
Dari Chicken Tikka Masala 375g,,18.50SAR,,
Al Kabeer Turkish Chicken Kebab 360g,,16.75SAR,,
Seara Super Beef Kabab 500g,,11.95SAR,SAR18.95,36% OFF
Sunbulah Chicken Strips 750g,,40.50SAR,,
Sunbulah super supreme pizza 420g,,14.95SAR,SAR20.95,28% OFF
Sunbulah Sanbusak Leaves 500g,,8.10SAR,SAR9.25,12% OFF
Dari Potato Wedges 1kg,,11.45SAR,,
Al Karamah Puff Square Pastry 400g,,8.50SAR,,
Lamb Weston Potato Crisscuts 2.5kg,,45.95SAR,,
Shami Beef Kibbeh 450g,,15.70SAR,SAR19.45,19% OFF
Radwa chicken premium chicken strips 600 g,,28.25SAR,SAR33.95,16% OFF
Saudi French Fries 2.5kg,,28.95SAR,,
Lamb Weston Crispy Onion Rings 600g,,18.95SAR,,
Doux smoked chicken franks 400 g,,7.60SAR,SAR8.25,7% OFF
Al kabeer jumbo hot dogs 400 g,,15.95SAR,,
Dari Beef Lasagne 425g,,18.50SAR,,
Lamb Weston Hash Browns 1kg,,19.95SAR,,
Al Kabeer Patato Seasoned Wedges 750g,,13.75SAR,,
Alkaramah whole wheat squares puff pastry 400 g x 10 pieces,,9.50SAR,,
Dari cheese chicken frank 340 g,,6.25SAR,,
Sadia chicken nuggets with cheese 270 g,,11.95SAR,,
