Product Name,Product Details,Price,Actual Price,Discount Percentage
"Hisense D Class Chest Freezer, 95 Liter Capacity (Installation Not Included)",,848.00SAR,"SAR1,699.00",50% OFF
"Hisense Dish Washer, 15 Settings, Stainless Steel, HS623E90XSA (Installation Not Included)",,"1,799.00SAR","SAR3,199.00",43% OFF
"Samsung 14Kg Top Loading Washing Machine, Digital Inverter Technology, Wobble Technology, WA14B6251BY/YL, Gray, 2 Years Warranty (Installation Not Included)",,"2,899.00SAR","SAR5,699.00",49% OFF
"Hisense Side By Side C Class Frost Free Refrigerator, 640 Liter Capacity, RS86W2NSQ, Silver (Installation Not Included)",,"3,399.00SAR","SAR5,999.00",43% OFF
"Admiral Chest Freezer, 10.6 Cubic Feet Capacity, White (Installation Not Included)",,"1,299.00SAR","SAR2,899.00",55% OFF
"Hisense 12/7 Kg Front Loading Washing Machine With Inverter Technology, WD5RC49BT, 2 Years Warranty (Installation Not Included)",,"2,199.00SAR","SAR4,999.00",56% OFF
"Daewoo Front Load Washer, Dwc-ad1223t, Silver (Installation Not Included)",,"4,689.00SAR","SAR4,999.00",6% OFF
"Samsung 12Kg Washer With 8Kg Dryer, AI Control, WiFi, DIT, Auto Dispense, Eco Bubble, WD12TP34DSX/YL, Inox, 2 Years Warranty (Installation Not Included)",,"3,999.00SAR","SAR15,399.00",74% OFF
"Samsung ‎315L Single Door Upright Freezer With Convertible Mode, RZ32M72407F/ZA, 2 Years Warranty (Installation Not Included)",,"3,898.00SAR","SAR6,599.00",40% OFF
"Konka 418 Liters Double Door Refrigerator With Automatic Defrost System, KRFS550ST, 2 Years Warranty (Installation Not Included)",,"2,399.00SAR","SAR4,199.00",42% OFF
"Beko Washing Machine Front Load, Capacity 8 Kg, WDX852313XW0, White (Installation Not Included)",,"2,499.00SAR","SAR2,699.00",7% OFF
"Konka 466 Liters Double Door Refrigerator With Automatic Defrost System, KRFS600ST, 2 Years Warranty (Installation Not Included)",,"2,399.00SAR","SAR4,999.00",52% OFF
"Admiral Front Load Automatic Washing Machine, 7 Kg Capacity, White (Installation Not Included)",,"1,299.00SAR","SAR2,499.00",48% OFF
"Arrow 12Kg Twin Tub Semi Automatic Washing Machine, ‎RO-12TTB (Installation Not Included)",,899.00SAR,SAR999.00,10% OFF
"Maytag Top Load Washing Machine, 12 Kg Capacity, White (Installation Not Included)",,"3,247.00SAR",,
"Hisense 672 Liter French Door Refrigerator, RM96W2NR, 2 Years Warranty (Installation Not Included)",,"4,999.00SAR","SAR7,999.00",37% OFF
"Arrow Dishwasher Silver Color 8KG, RO-14GDWS",,"1,185.00SAR",,
"Admiral 14Kg Top Load Washing Machine With Fuzzy Logic, ADTW15XUSCQ, 2 Years Warranty (Installation Not Included)",,"1,899.00SAR","SAR3,999.00",52% OFF
"GVC Pro Refrigerator With Top freezer 19 Ft, GVRF-950S, Silver (Installation Not Included)",,"2,509.00SAR","SAR3,509.00",28% OFF
SAMSUNG FRIDGE RT53K6100S8B 528L,,"3,499.00SAR","SAR6,999.00",50% OFF
"Samsung 16Kg Washer With 10Kg Dryer, AI Control, WiFi, DD Motor, Eco Bubble, WD16T6300GW/YL, White, 2 Years Warranty (Installation Not Included)",,"9,999.00SAR",,
"Daewoo Front Load Washer And Dryer, 11/7 Kg, Dwc-Sd1232-1t, White (Installation Not Included)",,"4,190.00SAR","SAR4,490.00",6% OFF
Dora Fridge 407.7L - DRAMS400,,"2,199.00SAR",,
"Konka 466 Liters Double Door Refrigerator With Automatic Defrost System, KRFS600WT, 2 Years Warranty (Installation Not Included)",,"2,399.00SAR","SAR4,899.00",51% OFF
"Samsung 21Kg Washer With 12Kg Dryer, Front Load, AI Control, WiFi, DD Motor, Eco Bubble, Black (Installation Not Included)",,"7,999.00SAR","SAR16,999.00",52% OFF
"TCL Double Door Refrigerator 21.2 Cubic Feet, Silver (Installation Not Included)",,"3,207.00SAR",,
"Hisense Top Mounted D Class Side By Side Refrigerator, 324 Liter Capacity, White (Installation Not Included)",,"2,499.00SAR","SAR2,699.00",7% OFF
"Haas - Washer Front Load, 9KG, 1400 Rounds Per Minuet, (HWF90HSL)",,"1,725.00SAR",,
"Arrow Twin Tub Semi-Automatic Washing Machine, 12 Kg, RO-12TTB (Installation Not Included)",,899.00SAR,"SAR1,099.00",18% OFF
"Hisense Dish Washer, 13 Settings, Stainless Steel, HS622E90XSA (Installation Not Included)",,"1,699.00SAR","SAR2,699.00",37% OFF
Gibson Electric Cooker 4b 76x60 Scrc3016aw,,"4,729.00SAR",,
"Samsung 9Kg Washer With 6Kg Dryer, AI Control, WiFi, DIT, Eco Bubble, Platinum Silver, Min 2 Years Warranty (Installation Not Included)",,"3,199.00SAR","SAR6,199.00",48% OFF
"Admiral 21 Cubic Feet Vertical Freezer With Fast Cooling, ADUF77HSCQ, 2 Years Warranty (Installation Not Included)",,"3,199.00SAR","SAR6,299.00",49% OFF
"White Westinghouse - Chest Freezer 8.7 Cubic Feet, (WWCFAK250)",,"1,299.00SAR","SAR1,699.00",23% OFF
"Arrow Side By Side Refrigerator, 18.39 Cu.Ft, 521 Ltr With LED Lighting, Multi Airflow NoFrost, Silver, RO2-820SNF (Installation Not Included)",,"3,249.00SAR",,
"Hisense 500 Liter Chest Freezer, CHF500DD, 2 Years Warranty (Installation Not Included)",,"1,999.00SAR","SAR3,999.00",50% OFF
NIKAI TUMBLE DRYER NDM700FAVW 7KG,,799.00SAR,"SAR1,299.00",38% OFF
Sharp Washer Front-Load 7KG - ES-FE712DLZSA-S,,"1,629.00SAR",,
"Dansat Twin Tub Washing Machine, Top Load, 6.5 Kg - DWT8R (Installation Not Included)",,789.00SAR,SAR899.00,12% OFF
SUPER GENERAL DISH.W 14 KSGDW1608SS,,"1,449.00SAR","SAR2,099.00",30% OFF
"White Westinghouse - Chest Freezer 3.4 Cubic Feet, (WWCFAK100)",,899.00SAR,"SAR1,199.00",25% OFF
"Hisense 420 Liter Chest Freezer, CHF420DD, 2 Years Warranty (Installation Not Included)",,"1,699.00SAR","SAR2,799.00",39% OFF
WWH WASHER FL 12KG WWFLC10VW1208S,,"3,049.00SAR",,
