Product Name,Product Details,Price,Actual Price,Discount Percentage
"Panasonic 12Kg, Front Load Automatic Washing Machine, Model No, NA-S128M2WSA, Installation Not Included",,"3,199.00SAR","SAR7,299.00",56% OFF
SHARP FRIDGE 1D 90LTR SJ-K135X-SL,,799.00SAR,"SAR1,099.00",27% OFF
"Samsung 585L Double Door Refrigerator, RT58K7030WWB, 2 Years Warranty (Installation Not Included)",,"3,899.00SAR","SAR7,499.00",48% OFF
"Hisense Front Loading Washing Machine, 10/6 Kg, WD3Q143BS, Inverter Technology, With 2 Years Warranty (Installation Not Included)",,"1,699.00SAR","SAR3,999.00",57% OFF
"Arrow Single Door Upright Freezer, 15.30 Cu.Ft, 439 Ltr, RO1-550VNF, NoFrost, Silver (Installation Not Included)",,"2,550.00SAR","SAR2,995.00",14% OFF
"White-Westinghouse Single Door Vertical Freezer, 595 Liter Capacity, Silver (Installation Not Included)",,"3,949.00SAR",,
NIKAI WASHER FL NWM600FN20 6KG,,999.00SAR,"SAR1,069.00",6% OFF
"Hisense 478 Liter Single Door Upright Freezer, RL63W2NL, With 2 Years Warranty (Installation Not Included)",,"2,299.00SAR","SAR3,999.00",42% OFF
"Hisense 375 Liter Side By Side Door Refrigerator, RT48W2NK, 2 Years Warranty (Installation Not Included)",,"1,798.00SAR","SAR2,799.00",35% OFF
"Admiral 8Kg Moisture Sensing Heat Pump Dryer With 15 Programs, ADFD810GHUWCQ, 2 Years Warranty (Installation Not Included)",,"1,999.00SAR","SAR3,999.00",50% OFF
"Samsung 806L Side By Side Refrigerator, Food Showcase, Digital Inverter Technology (Installation Not Included)",,"7,499.00SAR","SAR15,299.00",50% OFF
"Hisense E Class Top Loading Washing Machine, 9 Kg Capacity, Dark Grey (Installation Not Included)",,"1,149.00SAR","SAR2,499.00",54% OFF
"Electrolux, Dishwasher, 6 programs, 13 places of settings, ESF5542LOW",,"2,449.00SAR",,
"Hisense 598 Liter Single Door Upright Freezer, RL76W2NL, 2 Years Warranty (Installation Not Included)",,"2,699.00SAR","SAR4,999.00",46% OFF
"Toshiba dish washer, 13 place stting, dw-f14f1me",,"2,449.00SAR",,
"Hisense 8Kg Front Loading Washing Machine, WF1Q8021BW, Silver (Installation Not Included)",,"1,299.00SAR","SAR2,799.00",53% OFF
"Admiral 12.3 Cubic Feet Double Door Refrigerator With Multi Air Flow Technology, ADTM35MSQ, 2 Years Warranty (Installation Not Included)",,"1,999.00SAR","SAR3,999.00",50% OFF
"Haam Important Inverter Top Load Washing Machine, 18 Kg Capacity, Silver (Installation Not Included)",,"2,199.00SAR","SAR2,500.00",12% OFF
"Samsung 16Kg Top Loading Washing Machine, Digital Inverter Technology, Wobble Technology, ‎WA16B6251BY/YL, Gray (Installation Not Included)",,"2,999.00SAR","SAR6,199.00",51% OFF
"Admiral 19.9 Cubic Feet Double Door Wardrobe Refrigerator With Inverter Technology And LECO System, ADSB63MSQ, 2 Years Warranty (Installation Not Included)",,"3,199.00SAR","SAR6,999.00",54% OFF
"Samsung 593L French Door Refrigerator, Digital Inverter Technology, Stainless Steel (Installation Not Included)",,"5,999.00SAR","SAR11,499.00",47% OFF
Kitchen Line 5 Gas Eye Steel,,"1,599.00SAR","SAR1,700.00",5% OFF
"Hisense D Class Minibar Refrigerator, 44 Liter Capacity, Silver (Installation Not Included)",,498.00SAR,SAR999.00,50% OFF
"Samsung 9Kg Front Load Inverter Heatpump Dryer, AI Control, WiFi, Hygiene Care, DV90T8240SX/YL, Inox, 2 Years Warranty (Installation Not Included)",,"2,699.00SAR","SAR5,999.00",55% OFF
"White-Westinghouse Top Load Washing Machine, Capacity 7Kg (Installation Not Included)",,899.00SAR,SAR999.00,10% OFF
"Lagermania Gas Cooker, 5 Burners, 80X50 cm (FM85C31X) - Stainless Steel",,"2,599.00SAR","SAR2,999.00",13% OFF
"Daewoo Front Load Washer And Dryer, 11/7Kg, DWC-SD1232-1T, White (Installation Not Included)",,"4,198.00SAR",,
"Xper Twin Tub Washing Machine, 9 Kg Capacity, TTWXP9020, White (Installation Not Included)",,799.00SAR,SAR950.00,15% OFF
"Toshiba Freezer On Top 17.94 Cu.Ft. Refrigerator, White, GR-H675ABEZZ(W) (Installation Not Included)",,"3,069.00SAR",,
"Electrolux, Washing machine front load, 8kg, EK-EWF8025GQWA",,"2,299.00SAR",,
"Hisense 564 Liter Side By Side Door Refrigerator, RT73W2NL, 2 Years Warranty (Installation Not Included)",,"2,499.00SAR","SAR4,999.00",50% OFF
MIDEA DISH WASHER 12P WQP125201CW,,"1,179.00SAR","SAR1,599.00",26% OFF
"Dora 21 Cubic Feet Full Refrigerator, DFR21KS, 2 Years Warranty (Installation Not Included)",,"3,699.00SAR",,
