Product Name,Product Details,Price,Actual Price,Discount Percentage
Braun kettle cordless 1.7 L 3000W WK3110,,149.00SAR,SAR239.00,37% OFF
Philips bagless vacuum 1400W FC9350/61,,399.00SAR,SAR479.00,16% OFF
"Nikai Sandwich Maker, NST1107A1, White",,59.00SAR,SAR69.00,14% OFF
Braun kettle 1.7L wk1100wh,,129.00SAR,SAR219.00,41% OFF
Nespresso Aeroccino3 Milk Frother,,445.00SAR,,
"Krypton 1500W Electric Glass Kettle - Boil Dry Protection & Auto Shut Off, Fast Boil & Easy To Clean, Ideal For Hot Water, Tea Or Coffee, 2L Cordless Kettle",,72.00SAR,SAR86.40,16% OFF
kenwood blender 500w blp15.360- white,,149.00SAR,SAR209.00,28% OFF
"Geepas 1300W Steam Iron - Non-Stick Coating Plate & Adjustable Thermostat Control, 210ml Water Tank & Steam Shot For Crease Free Clothes",,98.00SAR,SAR117.60,16% OFF
Black & Decker X2450-B5 Steam Iron with Ceramic Soleplate Purple 2400W,,129.00SAR,SAR219.00,41% OFF
"Krypton 3L Induction Base Pressure Cooker - Lightweight & Durable Cooker With Lid, Cool Touch Handle And Safety Valves, Evenly Heating Base, Perfect For Rice, Meat, Veggies & More",,99.00SAR,SAR118.80,16% OFF
ATC electric oven double glass 45 L - black,,379.00SAR,SAR485.00,21% OFF
Nikai NGT928 Grill Toaster 1100W Silver/Black,,89.00SAR,SAR139.00,35% OFF
"Krypton Stainless Steel Citrus Juicer, 100W Power, 2 Cone Kncj6307 - Anti-Drop Function, Quick, Nutritious Juices, Squeezes Oranges Lemons Lime Juices - 2 Year Warranty",,156.00SAR,SAR187.20,16% OFF
ATC GS2500B Garment Streamer Blue 2.5L,,119.00SAR,SAR189.00,37% OFF
ALSAIF-ELEC Electric Countertop Air Fryer 6L AL7200 Black,,489.00SAR,SAR520.00,5% OFF
"Bissell wash & shine hard floor solution 1L, 1144k",,50.00SAR,SAR77.00,35% OFF
"Olsenmark Egg Boiler, 7 Eggs At A Time Without Cracking, Omeb2468, 350W, Stainless Steel Heating And Steaming Plate, Anti-Drying, Auto Power Off, Food Grade Material",,55.00SAR,SAR66.00,16% OFF
"Dora 18 Litre Vaccum Cleaner Drum, Dvc1800Vd",,239.00SAR,SAR340.00,29% OFF
Hactc Electric Oven With Rotisserie And Fan 90L2400 W - Black/Silver,,491.00SAR,SAR750.00,34% OFF
MyChoice desk fan 16 inch (40.64 cm) 100 wat FF-314,,169.00SAR,SAR199.00,15% OFF
"Rebune Electric Water Kettle, RE-1-017",,87.00SAR,SAR110.00,20% OFF
Nikai NSAC24136C20N Split Air Conditioner 2 Ton,,"2,699.00SAR","SAR2,899.00",6% OFF
Moulinex Masterchef Gourmet Multi Purpose Kitchen Machine 1100W,,"1,599.00SAR",,
"Electric Kettle Sweet, Jano From Al Saif Company, 1.7 Liter Glass - Jn1825",,105.00SAR,SAR120.00,12% OFF
"Dlc Electric Sandwich Maker, 1400W Dlc-38241B, Black",,101.00SAR,SAR199.00,49% OFF
Dolmer Multi Color Plastic - Dolmer Maker,,39.00SAR,SAR45.00,13% OFF
"Kion Steam Iron 380ml, 2200W, KGC/1001, Black/Gold",,87.00SAR,SAR135.00,35% OFF
"Magic Bullet Blender/Mixer System 11Pices Set, 400W, MB4-1012, Silver",,199.00SAR,,
"Arrow Tower Cooler Glam 22 Liters, Ro-22Clv (Installation Not Included)",,635.00SAR,SAR799.00,20% OFF
DLC Aluminium Rice Cooker 1.8L White,,107.00SAR,SAR130.00,17% OFF
"Dlc Turkish Coffee Maker 300ml 300W Dlc-38105W, White",,64.00SAR,SAR80.00,20% OFF
Kenwood pressure cooker owpcm60.000ss,,299.00SAR,SAR499.00,40% OFF
"Midea YL1932S 2 Tap Hot, Normal & Cold, Double Safety Device Water Dispenser With High-Efficiency Compressor To Prevent Overheat",,419.00SAR,,
Bissell carpet deep cleaner 2889k,,669.00SAR,"SAR1,299.00",48% OFF
"Philips blender, 350W, HR2056/01, White",,159.00SAR,SAR299.00,46% OFF
Orbit Popcorn Maker 10106918 Black/Silver,,78.00SAR,SAR189.00,58% OFF
DLC Pressure Cooker 4L,,104.00SAR,SAR199.00,47% OFF
"Kenwood food processor, OWFDP303, White",,269.00SAR,SAR459.00,41% OFF
Bissell carpet cleaner 800w 2009k,,"1,199.00SAR","SAR1,999.00",40% OFF
Impex JR-3510 850W High Speed Juice Extractor With Wide Chute,,199.00SAR,,
"Rebune Ribbon Electric Kettle 1.7 Liter, RE-119",,115.00SAR,SAR139.00,17% OFF
GVC Pro Electric Kettle Water Steel 3 L,,65.00SAR,,
"Krypton 2-Slice Bread Toaster, 925W, KNBT6378, Black/Silver",,172.97SAR,,
"ARROW AIR CURTAIN 90cm WHITE, RO-90CARC",,545.00SAR,,
Rebune Electric 2 Slice Sandwich Burner Re-5-072 Black/Silver,,87.00SAR,SAR120.00,27% OFF
Geepas Stainless Steel Gas Stove With Automatic Ignition System & Energy Efficient Burners GK5605,,156.00SAR,SAR187.20,16% OFF
"Arrow Vacuum Cleaner 21 Liter, 2200W Extra Turbo Ro-21Va",,275.00SAR,SAR399.00,31% OFF
DLC 4-Hole Shinebest Waffle Maker Dlc-38239 Multicolour,,66.00SAR,SAR139.00,52% OFF
Ariete 1389a Vintage Espresso Maker Beige,,539.00SAR,SAR599.00,10% OFF
"GVC Pro Vacuum Cleaner, 2200W, Red, GVC-3203",,380.95SAR,,
Midea YL1663S Stainless Steel Water Dispenser (3 Push Button Faucet ),,469.00SAR,,
Geepas Vacuum Cleaner 2300W Gvc2598 Black,,229.00SAR,SAR274.80,16% OFF
Kenwood Blender OWBLP15.520WH,,179.00SAR,SAR259.00,30% OFF
Kitchen And Home Garlic Chopper- Green,,35.50SAR,SAR49.00,27% OFF
Dlc Sandwich Maker 750W Dlc-600 Black,,78.00SAR,SAR199.00,60% OFF
Dlc Arabic Coffee Maker Dlc-Cm7310 Black/Gold,,122.00SAR,SAR229.00,46% OFF
"Kion Air Fryer, 12L, 1800W",,559.00SAR,,
White Westinghouse Microwave 20L WMW20VW,,215.00SAR,SAR379.00,43% OFF
"Clikon Stainless Steel Electric Kettle, Silver, Ck5125",,69.00SAR,SAR90.00,23% OFF
Braun hand mixer brhm1010wh,,135.00SAR,SAR199.00,32% OFF
"Homix Arabic Bread Maker 1800W, Red",,289.00SAR,,
"Generic Handy Stitch Manual Sewing Machine, Kw-41023",,39.00SAR,,
"Philips Garment Steamer, GC558/36",,999.00SAR,"SAR1,200.00",16% OFF
"Kenwood vacuum cleaner bagless, 2.5L, 2200W, OWVC705001,Black",,669.00SAR,,
"GVC Pro Vacuum Cleaner, 2200W, Red, GVC-3202",,249.00SAR,,
DLC Electric Chopper 500 ml 250W DLC-37510 -White/Yellow,,70.00SAR,SAR100.00,30% OFF
"Toshiba Microwave Oven With Digital Control, 25L, MM-EG25PB, Black",,699.00SAR,,
"Sky-Touch Essential Oil Diffuser, 550ml Oil Diffuser With 4 Timer, Aromatherapy Diffuser With Auto Shut-Off Function, Cool Mist Humidifier, Yellow",,89.00SAR,SAR189.00,52% OFF
Braun Hand Blender 450w Brmq10.001pwh,,99.00SAR,SAR149.00,33% OFF
"ATC Stainless Steel Kettle, 1.7 Liter, 2200 Watts, H-Ke075, Silver",,59.00SAR,SAR99.00,40% OFF
"Arrow 20 Litres Mechanical Microwave Oven, Model No Ro-20Mg",,305.00SAR,SAR399.00,23% OFF
"Ariete 1318B Moderna Espresso Machine, 15 Bar Pressure Pump, Barista Style Coffee Maker With Built In Grinder & Milk Frother, Ideal For Cappuccinos & Lattes, Black",,799.00SAR,"SAR1,199.00",33% OFF
Black & Decker Stick Blendr SB4000-B5,,189.00SAR,SAR299.00,36% OFF
"Black & Decker 900W 12 Cup 24 Hours Programmable Coffee Maker With 1.5L Glass Carafe, Black - Dcm85-B5, 2 Years Warranty",,179.00SAR,SAR289.00,38% OFF
"DLC Electric Waffle Maker 1000W DLC-W4485, Black/Silver",,84.00SAR,SAR88.80,5% OFF
"ATC Hand Blender 400 Watts, Plastic",,94.00SAR,SAR149.00,36% OFF
Braun food process 800w brfp3235sI,,549.00SAR,SAR719.00,23% OFF
Olsenmark Omje2345 Juicer Machine/Orange Or Citrus Juicer With Stainless Steel Housing,,245.00SAR,SAR294.00,16% OFF
"Clikon 18L Drum Style Vacuum Cleaner With Iron Tank, Full Dust Indicator, Blow Function, Multi Filtration System, 1600 W 100% Copper Motor, Wheel Attachments, Black & Pink, Ck4400",,245.00SAR,SAR289.00,15% OFF
Dlc Egg Steaming Device 350W Dlc-3117 White,,53.00SAR,SAR65.00,18% OFF
"ATC 2.8L Rice Cooker, H-Rc2800N",,91.00SAR,SAR149.00,38% OFF
"Rebune Hand Mixer 3 In 1, 200 Watt, Re-2-051",,139.00SAR,SAR205.00,32% OFF
Dlc Garment Steamer 1500W Dlc-533-Pink,,125.00SAR,SAR160.00,21% OFF
"Nespresso Essenza Mini C30-Bk-Ne Capsules Espresso Machine, Black",,539.00SAR,,
"Rebune Electric Oil Fryer, 2.5L Capacity With Viewing Window, Easy To Clean, Adjustable Temperature Control, 1800W, White",,189.00SAR,SAR199.00,5% OFF
"ATC 4 Slice Bread Toaster, 1400W, H-ST018, White",,79.00SAR,SAR119.00,33% OFF
"Krypton Digital Kitchen Scale, Lcd Display, 5Kg Capacity, Knks5336, Low Power Over Load Indication, Transparent Bowl, Colourful Plastic Design, Measure Ingredients For Cooking & Baking",,72.00SAR,SAR86.40,16% OFF
Daewoo 3 in 1 grinder 1550w dawg-5501,,319.00SAR,,
DLC Arctic Air Cooler 20W DLC-31029 -White/Grey,,89.00SAR,SAR100.00,11% OFF
Kenwood BBQ Grill 2000W HG266,,299.00SAR,SAR429.00,30% OFF
Philips steam iron 2400w gc2994/26,,230.00SAR,SAR350.00,34% OFF
Krypton Table Fan 2 Speed Settings With Oscillating/Rotating And Static Feature 20 W Knf6035 White/Blue,,71.00SAR,SAR85.20,16% OFF
"Atc 3 In 1 Sandwich Maker 700W H-Sm0301S, Silver/Black",,89.00SAR,SAR129.00,31% OFF
Dlc 3-In-1 Capsule Coffee Machine 1450W Dlc-Cm7316 Black/Red/Clear,,277.00SAR,SAR499.00,44% OFF
"ATC Single Hot Plate, H-Hp0701S, Multi Color",,59.00SAR,SAR72.00,18% OFF
"Geepas 2L Multi Copper With Garlic Peeler - 2 Speed With 4Pcs Stainless Steel Blades, Glass Bowl, 500W, Ideal For Chopping Garlic Ginger, Vegetables, Onions, Nuts & More",,187.00SAR,SAR224.40,16% OFF
"ATC Citrus Juicer, 1 Liter, 40 Watts, H-Cj140, White",,60.00SAR,SAR75.00,20% OFF
Krypton Electric Kettle 1.8L 1400W Knk6009 Silver,,62.00SAR,SAR74.40,16% OFF
First1 coffee machine fcm 430,,255.00SAR,SAR319.00,20% OFF
Moulinex DD65J827 4 In 1 Quick Chef Hand Blender 1000W 3L Dark Grey,,599.00SAR,,
DLC Mini Sewing Machine DLC-31121 -White/Purple,,90.00SAR,SAR199.00,54% OFF
Nikai NVCR101A Robotic Vacuum Cleaner 320ml,,349.00SAR,SAR369.00,5% OFF
"Clikon Arabic roti maker, CK2450",,249.00SAR,SAR349.00,28% OFF
Geepas 2-Burner Gas Stove GK5602,,238.00SAR,SAR285.60,16% OFF
"Moulinex Genuine Blender Expert Saudi 2 Attachments, 500 Watts, LM242B28",,198.00SAR,,
"Geepas GVC2588 2300W 2-In-1 Blow And Dry Vacuum Cleaner - Portable Powerful Copper Motor, Comfortable Handle With Adjustable Suction Power, 21L Capacity - Dust Full Indicator",,338.00SAR,SAR454.80,25% OFF
"Geepas 3L Stainless Steel Pressure Cooker - Cool Touch Handle & Safety Valves With Rubber Gasket, Perfect For Boiling, Steam, Braise, Stew",,173.00SAR,SAR207.60,16% OFF
"Arrow Ptc Ceramic Fan Heater 2000W With Infrared Remote Control, Ro-2000Hpj",,155.00SAR,SAR256.00,39% OFF
DLC Coffee Grinder 120W,,63.00SAR,SAR129.00,51% OFF
Geepas Electric Kettle 1.7L 1.7 L Gk5449 White,,64.00SAR,SAR76.80,16% OFF
"ATC Vaccum Cleaner, 21 Liter",,242.00SAR,SAR299.00,19% OFF
"Jano hand mixer, 120W, E02421, White/Grey",,42.00SAR,SAR44.23,5% OFF
"Gibson 90 Litre, Freestanding Gas Oven And Grill, Model No, GNGJ90JGWC, Installation Not Included",,"1,779.00SAR","SAR1,889.00",5% OFF
"Palson Colorado Family Barbecue, 1600W 220-240V 30557",,119.00SAR,SAR150.00,20% OFF
"Arrow Water Dispenser, With Bottom Fridge, Ro-19Wdfp",,549.00SAR,SAR650.00,15% OFF
Koolen Electric Deep Fryer 2000 W 816102004 Silver/Black,,185.00SAR,SAR235.00,21% OFF
"Dora DWD12TV Hot And Cold Top Loading Water Dispenser, 16 Litre Capacity, White",,430.00SAR,SAR478.00,10% OFF
"Kenwood Electric Blender 2L 400W, Blp10.A0Wh, White/Clear",,140.00SAR,SAR175.00,20% OFF
"Black+Decker 1800W, Bagless Vacuum Cleaner, Vo1850-B5, Brown",,299.00SAR,SAR499.00,40% OFF
Delonghi air fryer idealfryer 1.25 L 1400 W DLFH2133,,469.00SAR,SAR999.00,53% OFF
"Geepas 1100W 4 Slices Bread Toaster - Crumb Tray, Cord Storage, 7 Settings With Cancel, Defrost & Reheat Function, Removable Crumb Tray",,129.00SAR,SAR154.80,16% OFF
"Olsenmark 2000W Super-Jumbo Grill Sandwich Maker - Non-Stick Coated Plates, Opens 180 Degrees With Cool Touch Handle, Adjustable Temperature & Timer With Indicator Light, 2 Year Warranty",,245.00SAR,SAR294.00,16% OFF
"Dots Electric Vertical Stand Garment Steamer, 1600W, ST-102",,195.00SAR,SAR225.00,13% OFF
Philips Powerpro Compact Bagless Vacuum Cleaner Black 1800W - Fc9350-61,,399.00SAR,SAR469.00,14% OFF
"DLC Steam Iron 1500 Watt, Blue, DLC-534",,96.00SAR,SAR101.52,5% OFF
"Panasonic drum vacuum cleaner, 1500W, 15L, MC-YL690, Black",,429.00SAR,SAR599.00,28% OFF
Kenwood Garment Steamer OWGSP65.000WH,,359.00SAR,,
GVC Pro Box Fan 12 Inch,,135.00SAR,,
Olsenmark Electric Kettle Omk2332,,60.00SAR,SAR72.00,16% OFF
"Kion Small Steam Iron 0.5kg, 1600W, KGC/1003, White",,79.00SAR,SAR85.00,7% OFF
"Home Master 4 Slice Toaster, Stainless Steel, White, Hm-401",,82.00SAR,SAR86.40,5% OFF
Kenwood grill bbq hg230 1600w,,369.00SAR,,
"Rebune Portable Pancake Maker 1200W RE-5-056, Black",,79.00SAR,SAR100.00,21% OFF
Home Master Stainless Steel Coffee Grinder 200 Watts HM-836 - Orange,,64.00SAR,SAR129.00,50% OFF
"Krypton Stainless Steel Hand Mixer, 5 Speed Setting, 250W, Knhm6241, Beaters & Dough Hooks For Easy Whipping, Mixing Cookies, Brownies, 2 Years Warranty",,103.00SAR,SAR123.60,16% OFF
Geepas Electric Rice Cooker 1 L 1 L 400 W Grc4325 White/Black/Clear,,129.00SAR,SAR154.80,16% OFF
"Hitachi Drum Vacuum, 18L, 2000W, CV-945F",,565.00SAR,,
Hactc Mini Chopper 280W 2287 - White/Clear/Red,,85.00SAR,SAR139.00,38% OFF
"Olsenmark Kitchen Appliance,Popcorn Makers - Ompm2269",,97.00SAR,SAR116.40,16% OFF
Hamilton Beach Ice Cream Maker - 68550-SAU,,225.00SAR,,
"MyChoice Air Cooler 12L, 90W, MCO-939",,559.00SAR,SAR649.00,13% OFF
Generic 3Pcs/Set Dumpling Mould Dumpling Maker Gyoza Mold Dough Press 3 Size Ravioli Dough Pastry Pie White Color,,41.00SAR,,
"ATC Sandwich Maker With Fixed Grill Plate, Silver - H-Sm0203S",,55.00SAR,SAR81.00,32% OFF
"DLC Waffle 4 Slice Maker DLC-3479, White",,99.00SAR,SAR199.00,50% OFF
"Olsnenmark Steam Iron, 1600W, Lightweight, 100ml Water Tank, Omsi1828 - Dry/Steam Adjustable Steam, Non-Stick Coating Soleplate, 1.5 M Power Cord, Water Spray",,78.00SAR,SAR93.60,16% OFF
Philips air humidifier hu4811/90,,489.00SAR,SAR600.00,18% OFF
"Tefal Easygliss Durilium Airglide Soleplate Steam Iron, 270ml, 2400W, FV5715M0, White",,208.00SAR,SAR299.00,30% OFF
Nikai NT1001RCA Electric Oven 100L Black,,499.00SAR,SAR639.00,21% OFF
"Geepas Wet & Dry Grinder, 280W Powerful Copper Motor, GCG41015, Stainless Steel Blades, Stylish And Sleek Design, Smoothies, Protein Shakes & Spice Grinder",,105.00SAR,SAR126.00,16% OFF
"Homix 24 Triangles Sambosa Maker ST1000T-CB, Black",,259.00SAR,,
"Kenwd Kettle 1.7l, Stainless Steel, OWZJM01.A0BK",,159.00SAR,SAR189.00,15% OFF
"ATC Juice Extractor, 400 Watts, H-Je400, Gray",,99.00SAR,SAR175.00,43% OFF
"ATC 3 In 1 Blneder, 2 Speed, 400 Watts - H-Bm401, Unbreakable Jar",,85.00SAR,SAR129.00,34% OFF
Citrus juicer pc603d27 moulinex,,299.00SAR,,
"Olsenmark 2 Slice Automatic Pop-Up Bread Toaster, 750W, OMBT2492, White",,102.13SAR,,
"Geepas Electric Air Pot Flask, 5L Stainless Steel Kettle, GEV5132, Boil Dry Protection Kettle With 2 Taps, 4 Keep Warm Function, Auto Chlorine Purify And Safety Dispense Lock, Auto Power Off",,309.00SAR,SAR370.80,16% OFF
Dlc Turkish Coffee Maker Black 500Ml,,178.50SAR,SAR200.00,10% OFF
Geepas Electric Kettle 1L 1360 W Gk38012 Multicolour,,88.00SAR,SAR105.60,16% OFF
"Krypton Electric Kettle, 1.7L Automatic Cut Off Kettle, Knk5277, 360 Rotational, Boil Dry Protection, 2200W Fast Boil Kettle, Double Sides Water Window, Ideal For Hot Water, Tea Etc",,84.00SAR,SAR100.80,16% OFF
Geepas Halogen Stand Heater,,225.00SAR,SAR270.00,16% OFF
"Geepas Multi Blender, Hand Blender With 600ml Cup, GHB43036, 2 Speed Control, 4 Leaf Blade For Chopper/Food Processor, Ideal For Smoothies, Shakes, Baby Food, Grinding & Fruits",,148.00SAR,SAR177.60,16% OFF
Nifal Pressure Cooker 6 Liters 1000W E04105,,269.00SAR,SAR299.00,10% OFF
"Okka Arzum Grandio Turkish Coffee Machine, Black/Gold",,759.00SAR,,
"First1 blender 1.5L 400W, FSB 015",,79.00SAR,SAR129.00,38% OFF
"Kenwood hand mixer, 280W, owHM535001, silver",,139.00SAR,SAR199.00,30% OFF
Super General KSGVC2001 Wet And Dry Drum Vacuum Cleaner 1600W 21L,,249.00SAR,SAR349.00,28% OFF
Tefal KO150127 Delphin Kettle 2400W 1.5L White,,149.00SAR,,
DLC Popcorn Maker 310W -Brown/Silver/Clear,,223.00SAR,SAR250.00,10% OFF
"Krypton 2-In-1 Unbreakable Jar Blender, 1.5L Jar, 400W, Knb6207, 2 Speed & Pulse Function, Small Grinder, Blender For Smoothies, Juices And Sauces",,121.00SAR,SAR145.20,16% OFF
Olsenmark Stainless Steel Coffee Grinder 2000 W Omcg2145 White/Silver/Clear,,165.00SAR,SAR198.00,16% OFF
Singer Sewing Machine 1306,,599.00SAR,,
"Geepas 2000W Electric Barbecue Grill - Auto-Thermostat Control With Overheat Protection, Detachable Heating Element, Perfect For Both Indoor & Outdoor Cooking",,129.00SAR,SAR154.80,16% OFF
DLC Handheld Garment Steam Iron - 1500W Dlc-540 White/Purple,,111.00SAR,SAR199.00,44% OFF
"Keune Coffee Grinder, 70G",,74.00SAR,SAR100.00,26% OFF
"Geepas dry iron, GDI23016",,92.00SAR,SAR110.40,16% OFF
"Krypton Air Fryer With 3L Capacity & 30Mins Timer, Knaf6362, Stainless Steel Heating Pipe, Non-Stick Coating Inner Pot & Frying Grill, Power Cut Off/Overheat Protection",,275.00SAR,SAR330.00,16% OFF
My Choice FBG066 Electric Grill,,119.00SAR,SAR169.00,29% OFF
Moulinex Electrical Pressure Cooker 7.5L CE777827,,799.00SAR,,
"Geepas Hot And Cold Water Dispenser, GWD17019, White",,449.00SAR,SAR640.00,29% OFF
"Krypton 16"" Oscillating Stand Fan, 3 Speeds, Floor Standing, Height Adjustable, 16 Inch Tilting Head, Electric 60W, Floor Standing Fan, Cooling For Summer In Home/Office",,202.00SAR,SAR242.40,16% OFF
Dlc Steam Iron 220V Dlc-4903 White/Blue,,55.99SAR,SAR80.00,30% OFF
"Bissell vacuum cleaner 2.2L, 2000W, 1994K",,399.00SAR,SAR699.00,42% OFF
Black & Decker F150-B5 Non Stick Iron White/Blue 1000W,,75.00SAR,SAR99.00,24% OFF
"Olsenmark Electric Oven With Rotisserie, 24L, 1600W, OMO2277, Black",,248.87SAR,SAR350.00,28% OFF
"Braun - Hand Blender 450W, (BRMQ10.201MWH)",,149.00SAR,SAR199.00,25% OFF
Nikai NSAC24136HC20N Split Air Conditioner 2 Ton,,"2,949.00SAR",,
DeLonghi Nescafé Dolce Gusto Infinissima Capsule Coffee Machine White,,799.00SAR,,
Krypton 7 Speed Hand Blender 150W Knhb6043 White,,71.00SAR,SAR85.20,16% OFF
Olsenmark Table Fan With 3-Speed 60W Omf1699 White,,113.00SAR,SAR179.00,36% OFF
GVC Pro Coffee Grinder And Spices 50G,,57.24SAR,,
"Rebune Powerful Waffle Maker 750W RE-5-065, White",,75.00SAR,SAR90.00,16% OFF
"Geepas Stainless Steel Kettle, 1.8L, GK5454",,69.00SAR,SAR82.80,16% OFF
"Kenwood kettle glass, owzjg08.000, 1.7l",,149.00SAR,SAR229.00,34% OFF
BRAUN JUICE EXTRACTOR J700,,619.00SAR,SAR879.00,29% OFF
Moulinex FP821827 Double Force Food Processor 1000W 3L Black,,949.00SAR,,
Moulinex Chopper CHDPA144,,399.00SAR,,
Panasonic microwave nn-st65jbstm,,619.00SAR,SAR929.00,33% OFF
"Krypton Wall Mounted Remote Control Electric Cooling Fan - Timer Smart Modern Design, 16 Inch Tilting Oscillating Rotating Fan For Home Office",,196.00SAR,SAR235.20,16% OFF
"Geepas GWH28515 Ptc Ceramic Wall Heater - Auto Oscillating, Adjustable Thermostat With 2 Heat Settings 1000-2000W & Overheat Protection 8 Hours Timer Lightweight Heater With Cooling Option",,310.00SAR,SAR372.00,16% OFF
"MyChoice Air Cooler 8L, 120W, MCO-922",,439.00SAR,SAR499.00,12% OFF
"Geepas Microwave Oven, 20L Solo Electric Oven, GMO1894, Re-Heating And Fast Defrosting, Adjustable Temperature & Timer Function, 1200W Powerful Oven",,347.00SAR,SAR416.40,16% OFF
Dyson V10 Absolute Cord-Free Cyclone Vacuum Cleaner With Suction 150AW 0.76 L 525 W 245402-01 (Copper/Grey),,"2,249.00SAR","SAR2,449.00",8% OFF
"Rebune Air Fryer, Re-11-036",,295.00SAR,SAR320.00,7% OFF
"Geepas Espresso Coffee Maker, 0.24L Capacity, Ss Filter, GCM41513, Stainless Steel Filter & Aluminum Die-Casting Filter Holder, 5 Bar High Pressure, On/Off Light Indicator",,275.00SAR,SAR330.00,16% OFF
Rebune Electric Kettle 1L Re-1-089 Black/Beige,,133.00SAR,SAR140.00,5% OFF
Geepas Wall Fan 60W Gf9483 White/Blue,,124.00SAR,SAR220.00,43% OFF
"Haas Water Dispenser Hot and Cold, HWD836SL",,489.00SAR,SAR535.00,8% OFF
Super General KSGS181GER Hot And Cool Split Air Conditioner 1.5 Ton,,"2,199.00SAR","SAR2,599.00",15% OFF
"Geepas GK38028 Electric Kettle 2.5L 1600W - Cordless Tea Kettle, Auto Shut-Off & Boil-Dry Protection, Ideal For Coffee, Tea,Milk, Water & More",,103.00SAR,SAR123.60,16% OFF
DLC Electric Kettle 0.5L,,71.00SAR,SAR149.00,52% OFF
"Magic Bullet 4-Piece High-Speed Blender/Mixer System 0.6 L, 400 W, MB4-0612, Silver/Black",,199.00SAR,SAR255.00,21% OFF
Philips Hr2056 Daily Collection Blender 1.25L - White,,180.00SAR,SAR250.00,28% OFF
"Geepas GMS35030 12L Digital Multi Cooker – LED Display,14 Programs, Auto Shut Off Function, Ideal For Rice Meat Bean Vegetable Soup, Detachable Inner Lid",,517.00SAR,SAR620.40,16% OFF
"Alsaif-Elec
Electric Stainless Steel Kettle 2.5L 1800W 91613/25 Silver/Black",,74.00SAR,SAR82.00,9% OFF
DLC Electric Chopper 400W DLC-37502 -Clear/White,,111.00SAR,SAR199.00,44% OFF
Russel Hobbs Sandwich Maker 760w | 24540,,169.00SAR,SAR199.00,15% OFF
"Geepas Wireless Mini Food Chopper - Portable Food Cutter Mincer For Dicing, Ginger, Chili, Fruits, Onions, Vegetable, Stainless Steel Blades, 300 ml",,55.00SAR,SAR66.00,16% OFF
"Arrow Garment Steamer 2200 Watts, 2Ltr, Ro-02Gsy",,285.00SAR,SAR385.00,25% OFF
"Geepas Stainless Steel Coffee Grinder, 55Gms Grinder, GCG5471, Sharp Blades, Transparent Lid, Lid Safety Switch, Grinder For Dried Spice, Pepper, Grain, Coffee Bean, Nuts",,121.00SAR,SAR145.20,16% OFF
Black & Decker Air Humidifier - Hm3000-B5,,268.00SAR,,
"Rebune Electric Kettle, Re-1-124",,169.00SAR,SAR218.00,22% OFF
Krypton 200W Powerful Hand Blender Knhb6078,,89.00SAR,SAR99.00,10% OFF
"Okka Turkish Coffee Machine 950ml 710 W Ok008, Multicolor",,"1,299.00SAR",,
"Arrow 6 Liter Electric Pressure Cooker, Ro-06Sec",,225.00SAR,SAR285.00,21% OFF
Kenwood coffee maker owcmm10.000bm,,169.00SAR,SAR249.00,32% OFF
Philips Bagless Vacuum FC9570/62,,759.00SAR,,
DLC Handheld Steamer 1200W DLC-1325 -White/Purple,,93.00SAR,SAR199.00,53% OFF
"Sharp 22 Litre Vaccume Cleaner Drum, Model No ‎‎‎EC-CAS2422-Z",,559.00SAR,,
Moulinex FG370827 Subito Select Coffee Maker 1.25L Black,,189.00SAR,,
"Krypton Double Layer Electric Kettle, 1.2L Cordless Kettle, Knk6325, Cool Touch Stainless Steel Body, Auto-Shut Off, Boil Dry Protection, 360 Rotational Base, Pilot Lamp, Pull Up Lid",,98.00SAR,SAR117.60,16% OFF
DLC Electric Donut Maker 1400W Dlc-313 White,,103.00SAR,SAR199.00,48% OFF
"Geepas Electric Rice Cooker With Cool Touch Handles, 0.9L, 350W, GRC1828, White",,107.19SAR,,
Kenwood hand blender with chopper bowl 0.5L 600W OWHDP104WG,,289.00SAR,,
Geepas Electric Hand Mixer 150W Ghm43012 White/Yellow,,66.00SAR,SAR85.00,22% OFF
"GVC Pro 4 Liters Deep Fryer, GVCAF-500B",,341.90SAR,,
"ATC Vertical Steam Iron 2.2L, 1750W, H-GS2200B",,169.00SAR,SAR299.00,43% OFF
"Braun Steam Iron 2700W, BRSI5037VI",,242.00SAR,SAR349.00,30% OFF
"Alsaif-Elec Ice Cream Biscuit Waffle Maker, 700W, E05317, White",,73.00SAR,,
"Geepas GHM9899 200W Hand Mixer - Professional Food & Cake Mixer For Baking, 7 Speed Function, Includes Chrome Extra Long Beaters And Dough Hooks",,83.00SAR,SAR99.60,16% OFF
Krypton Dry Iron 1200 W Kndi6001 White/Red,,62.00SAR,SAR74.40,16% OFF
My Choice FT175 2 Slice Toaster,,49.00SAR,SAR89.00,44% OFF
"ATC Juice Extractor, 850W - Silver (H-JE850)",,135.00SAR,SAR215.00,37% OFF
"Krypton Water Dispenser With Refrigerator, 2 Taps, Knwd6345, Top Loading Water Cooler Dispenser With Low Noise, Hot & Cold Water, Stainless Steel Water Tank, Home & Office Use",,617.00SAR,SAR740.40,16% OFF
"Krypton Garment Steamer - Adjustable Poles, Overheat Protection, 1.7L Water Tank, 45S Preheat Time -Stainless Steel, Double Telescopic Design, Foot Operation - 50 Mins Continuous Working",,302.00SAR,SAR362.40,16% OFF
