Product Name,Product Details,Price,Actual Price,Discount Percentage
Generic Portable Water-Resistant Bluetooth Speaker Gold/Black,,523.00SAR,SAR582.00,10% OFF
Icome Karaoke Bluetooth Wireless Microphone Black,,43.00SAR,,
Generic U Shape 3.5mm One To Two Stereo Audio Earphone Mic Splitter Adapter Connector 5 X 2.5cm Red,,30.00SAR,SAR70.80,57% OFF
Generic Bluetooth Wireless Handheld Karaoke Microphone Ws-858 Black,,65.00SAR,,
Generic Smart LED Light With Bluetooth Speaker White 12.5x9.5x13centimeter,,47.00SAR,SAR92.03,48% OFF
DLC Bluetooth Radio Speaker Black/Silver,,71.00SAR,SAR90.00,21% OFF
DLC Portable Bluetooth Radio Speaker Black/Silver,,85.00SAR,SAR95.00,10% OFF
DLC Portable Radio Bluetooth Speaker With Remote White/Black/Grey,,87.00SAR,SAR159.00,45% OFF
"Generic DLC Radio Bluetooth And SD, USB Slot Aux",,109.00SAR,SAR199.00,45% OFF
Generic LED Bluetooth Speaker Bulb With Remote Control Multicolour 12Watts,,54.00SAR,,
Generic Pink 3.5Mm Metal Bass Zipper Sports Headset With Microphone For Htc Lg Lenovo [Eth-X3],,73.00SAR,,
Generic Wireless Mobile Bluetooth Speaker Black,,59.00SAR,,
Generic Touch Lamp Portable Quran Speaker Gold/White,,144.00SAR,,
Generic Cl-671 - Touch Lamp Portable Speaker Nooelavaf001 White,,170.30SAR,,
Generic 10-Piece Disposable Single-Use Waterproof Bath Cap White 41cm,,29.95SAR,,
"Generic Ws-858 Wireless Karaoke Handheld Microphone USB Ktv Player Bluetooth, Gold",,65.00SAR,,
